0.000	0.00000
0.020	0.10764
0.070	0.44141
0.120	1.20719
0.170	3.33278
0.220	3.96543
0.270	5.65693
0.320	5.87764
0.370	4.65125
0.420	4.27340
0.470	5.47541
0.520	6.24907
0.570	5.68072
0.620	7.44314
0.670	6.33553
0.720	6.87559
0.770	8.45341
0.820	9.63196
0.870	8.80354
0.920	10.02685
0.970	9.99739
1.020	8.79910
1.070	7.07831
1.120	6.21750
1.170	5.84713
1.220	6.17984
1.270	6.59396
1.320	6.41614
1.370	6.03192
1.420	6.95018
1.470	8.14243
1.520	8.99210
1.570	8.76678
1.620	8.19658
1.670	8.13305
1.720	7.36061
1.770	7.10673
1.820	7.45043
1.870	7.51842
1.920	7.27799
1.970	6.89246
2.020	6.65569
2.070	6.73788
2.120	7.03631
2.170	8.02691
2.220	9.13533
2.270	10.40417
2.320	11.17464
2.370	11.11395
2.420	10.27082
2.470	8.91568
2.520	8.11728
2.570	8.93886
2.620	9.39522
2.670	9.63047
2.720	9.90689
2.770	10.54848
2.820	11.43471
2.870	12.13772
2.920	12.42951
2.970	12.29815
3.020	11.89386
3.070	11.50729
3.120	11.39231
3.170	11.44525
3.220	11.43581
3.270	11.12772
3.320	10.30762
3.370	9.36887
3.420	8.83466
3.470	8.84698
3.520	9.05360
3.570	9.04521
3.620	8.72304
3.670	8.53185
3.720	8.34702
3.770	8.12282
3.820	7.82255
3.870	7.42563
3.920	6.92437
3.970	6.34823
4.020	5.76545
4.070	5.77208
4.120	5.88705
4.170	5.92936
4.220	5.90191
4.270	5.81821
4.320	5.70786
4.370	5.58736
4.420	5.61330
4.470	5.53733
4.520	5.39419
4.570	5.19516
4.620	4.93493
4.670	4.77624
4.720	4.66830
4.770	4.52687
4.820	4.36581
4.870	4.28015
4.920	4.18371
4.970	4.03818
5.020	3.85009
5.070	3.87565
5.120	3.88447
5.170	3.85096
5.220	3.76624
5.270	3.65099
5.320	3.70010
5.370	3.68908
5.420	3.62025
5.470	3.50088
5.520	3.34029
5.570	3.19402
5.620	3.01171
5.670	2.80732
5.720	2.60215
5.770	2.46083
5.820	2.37284
5.870	2.28585
5.920	2.21027
5.970	2.15410
6.020	2.12066
6.070	2.10682
6.120	2.10468
6.170	2.10516
6.220	2.10014
6.270	2.08456
6.320	2.05612
6.370	2.01446
6.420	1.96035
6.470	1.89521
6.520	1.82081
6.570	1.73912
6.620	1.65248
6.670	1.56317
6.720	1.52893
6.770	1.51462
6.820	1.49865
6.870	1.48039
6.920	1.45990
6.970	1.44251
7.020	1.43573
7.070	1.42774
7.120	1.41921
7.170	1.41061
7.220	1.40204
7.270	1.39301
7.320	1.38279
7.370	1.37026
7.420	1.35458
7.470	1.34667
7.520	1.34873
7.570	1.34769
7.620	1.34288
7.670	1.33439
7.720	1.32294
7.770	1.30937
7.820	1.29485
7.870	1.28052
7.920	1.26738
7.970	1.25599
8.020	1.24666
8.070	1.23938
8.120	1.23394
8.170	1.23001
8.220	1.22721
8.270	1.22521
8.320	1.22374
8.370	1.22260
8.420	1.22152
8.470	1.22027
8.520	1.21859
8.570	1.21615
8.620	1.21267
8.670	1.20762
8.720	1.20059
8.770	1.19135
8.820	1.17966
8.870	1.16543
8.920	1.14880
8.970	1.13022
9.020	1.11006
9.070	1.08894
9.120	1.06756
9.170	1.04660
9.220	1.02670
9.270	1.00840
9.320	0.99206
9.370	0.97790
9.420	0.96596
9.470	0.95611
9.520	0.94811
9.570	0.94160
9.620	0.93614
9.670	0.93130
9.720	0.92659
9.770	0.92159
9.820	0.91591
9.870	0.90921
9.920	0.90124
9.970	0.89447
10.020	0.88991
10.070	0.88407
10.120	0.87677
10.170	0.86790
10.220	0.85752
10.270	0.84586
10.320	0.83327
10.370	0.82018
10.420	0.80709
10.470	0.79450
10.520	0.78287
10.570	0.77259
10.620	0.76393
10.670	0.75703
10.720	0.75193
10.770	0.74850
10.820	0.74657
10.870	0.74580
10.920	0.74584
10.970	0.74634
11.020	0.74694
11.070	0.74733
11.120	0.74728
11.170	0.74661
11.220	0.74523
11.270	0.74311
11.320	0.74031
11.370	0.73693
11.420	0.73309
11.470	0.72897
11.520	0.72472
11.570	0.72048
11.620	0.71640
11.670	0.71256
11.720	0.70902
11.770	0.70582
11.820	0.70295
11.870	0.70038
11.920	0.69806
11.970	0.69590
12.020	0.69383
12.070	0.69177
12.120	0.68964
12.170	0.68738
12.220	0.68493
12.270	0.68225
12.320	0.67934
12.370	0.67617
